TEXT_ALL_Think,TEXT_ALL_Know,TEXT_ALL_Causal,TEXT_ALL_Ought,TEXT_ALL_Perceiv,TEXT_ALL_Compare,TEXT_ALL_Eval@,TEXT_ALL_EVAL,TEXT_ALL_Solve,TEXT_ALL_Abs@,TEXT_ALL_ABS,TEXT_ALL_Quality,TEXT_ALL_Quan,TEXT_ALL_NUMB,TEXT_ALL_ORD,TEXT_ALL_CARD,TEXT_ALL_FREQ,TEXT_ALL_DIST,TEXT_ALL_Time@,TEXT_ALL_TIME,TEXT_ALL_Space,TEXT_ALL_POS,TEXT_ALL_DIM,TEXT_ALL_Rel,TEXT_ALL_COLOR,TEXT_Think,TEXT_Know,TEXT_Causal,TEXT_Ought,TEXT_Compare,TEXT_Perceiv,TEXT_Eval@,TEXT_EVAL,TEXT_Solve,TEXT_Abs@,TEXT_ABS,TEXT_Quality,TEXT_Quan,TEXT_NUMB,TEXT_ORD,TEXT_CARD,TEXT_FREQ,TEXT_DIST,TEXT_Time@,TEXT_TIME,TEXT_Space,TEXT_POS,TEXT_DIM,TEXT_Rel,TEXT_COLOR,TITLE_Think,TITLE_Know,TITLE_Causal,TITLE_Ought,TITLE_Perceiv,TITLE_Compare,TITLE_Eval@,TITLE_EVAL,TITLE_Solve,TITLE_Abs@,TITLE_ABS,TITLE_Quality,TITLE_Quan,TITLE_NUMB,TITLE_ORD,TITLE_CARD,TITLE_FREQ,TITLE_DIST,TITLE_Time@,TITLE_TIME,TITLE_Space,TITLE_POS,TITLE_DIM,TITLE_Rel,TITLE_COLOR,ABSTRACT_Think,ABSTRACT_Know,ABSTRACT_Causal,ABSTRACT_Ought,ABSTRACT_Perceiv,ABSTRACT_Compare,ABSTRACT_Eval@,ABSTRACT_EVAL,ABSTRACT_Solve,ABSTRACT_Abs@,ABSTRACT_ABS,ABSTRACT_Quality,ABSTRACT_Quan,ABSTRACT_NUMB,ABSTRACT_ORD,ABSTRACT_CARD,ABSTRACT_FREQ,ABSTRACT_DIST,ABSTRACT_Time@,ABSTRACT_TIME,ABSTRACT_Space,ABSTRACT_POS,ABSTRACT_DIM,ABSTRACT_Rel,ABSTRACT_COLOR,CONCLUSION_Think,INTRODUCTION_Think,SECTIONS_Think,CONCLUSION_Know,INTRODUCTION_Know,SECTIONS_Know,CONCLUSION_Causal,INTRODUCTION_Causal,SECTIONS_Causal,CONCLUSION_Ought,INTRODUCTION_Ought,SECTIONS_Ought,CONCLUSION_Perceiv,INTRODUCTION_Perceiv,SECTIONS_Perceiv,CONCLUSION_Compare,INTRODUCTION_Compare,SECTIONS_Compare,CONCLUSION_Eval@,INTRODUCTION_Eval@,SECTIONS_Eval@,CONCLUSION_EVAL,INTRODUCTION_EVAL,SECTIONS_EVAL,CONCLUSION_Solve,INTRODUCTION_Solve,SECTIONS_Solve,CONCLUSION_Abs@,INTRODUCTION_Abs@,SECTIONS_Abs@,CONCLUSION_ABS,INTRODUCTION_ABS,SECTIONS_ABS,CONCLUSION_Quality,INTRODUCTION_Quality,SECTIONS_Quality,CONCLUSION_Quan,INTRODUCTION_Quan,SECTIONS_Quan,CONCLUSION_NUMB,INTRODUCTION_NUMB,SECTIONS_NUMB,CONCLUSION_ORD,INTRODUCTION_ORD,SECTIONS_ORD,CONCLUSION_CARD,INTRODUCTION_CARD,SECTIONS_CARD,CONCLUSION_FREQ,INTRODUCTION_FREQ,SECTIONS_FREQ,CONCLUSION_DIST,INTRODUCTION_DIST,SECTIONS_DIST,CONCLUSION_Time@,INTRODUCTION_Time@,SECTIONS_Time@,CONCLUSION_TIME,INTRODUCTION_TIME,SECTIONS_TIME,CONCLUSION_Space,INTRODUCTION_Space,SECTIONS_Space,CONCLUSION_POS,INTRODUCTION_POS,SECTIONS_POS,CONCLUSION_DIM,INTRODUCTION_DIM,SECTIONS_DIM,CONCLUSION_Rel,INTRODUCTION_Rel,SECTIONS_Rel,CONCLUSION_COLOR,INTRODUCTION_COLOR,SECTIONS_COLOR,LABEL,ID,TIPO
0,0.054154131,0.025225642,0.00115714,0.009257116,0.016894237,0,0.018977089,0.024531358,0.028234205,0.031242768,0.01434853,0.086091183,0.006711409,0.000694284,0.006017126,0.003702847,0.000694284,0.015042814,0.004165702,0.063179819,0.007637121,0.003008563,0.01666281,0,0,0.053705441,0.025093809,0.001172608,0.017120075,0.009146341,0,0.018996248,0.024624765,0.028377111,0.031425891,0.014071295,0.086069418,0.006801126,0.000703565,0.006097561,0.003752345,0.000703565,0.015009381,0.003986867,0.063789869,0.007739212,0.00304878,0.016651032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092592593,0.037037037,0,0.018518519,0,0,0.018518519,0.018518519,0.018518519,0.018518519,0.037037037,0.092592593,0,0,0,0,0,0.018518519,0.018518519,0.018518519,0,0,0.018518519,0,0,0,0,0,0,0.059827013,0,0,0.025972715,0,0,0.000753497,0,0,0.007019087,0,0,0.022858733,0,0,0,0,0,0.019961355,0,0,0.023487981,0,0,0.024509044,0,0,0.028237844,0,0,0.011720252,0,0,0.089975618,0,0,0.005752554,0,0,0.000850698,0,0,0.004901856,0,0,0.002078479,0,0,0.002110102,0,0,0.012054478,0,0,0.0026121,0,0,0.06642473,0,0,0.009202739,0,0,0.002194681,0,0,0.01230983,0,0,0,1,145,train
0,0.0425828,0.019482327,0.000834957,0.007236293,0.01057612,0,0.012802672,0.024770387,0.023100473,0.027831895,0.01057612,0.051489006,0.011132758,0.005009741,0.006123017,0.00807125,0.001669914,0.022822154,0.003339827,0.050097412,0.007236293,0.006401336,0.012802672,0.000278319,0,0.0418483,0.02005231,0.00087184,0.010462075,0.00726533,0,0.012496367,0.024702121,0.023539669,0.028480093,0.011043301,0.050276083,0.010171462,0.004940424,0.005231037,0.007846556,0.001743679,0.023249056,0.003487358,0.049985469,0.00726533,0.004940424,0.013077594,0.000290613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.142857143,0,0,0,0.062068966,0.006896552,0,0.006896552,0.013793103,0,0.020689655,0.027586207,0.013793103,0.013793103,0,0.082758621,0.034482759,0.006896552,0.027586207,0.013793103,0,0.013793103,0,0.048275862,0.006896552,0.034482759,0.006896552,0,0,0,0,0,0,0.041386578,0,0,0.017542961,0,0,0.001705404,0,0,0.007572719,0,0,0.011861144,0,0,0,0,0,0.0095297,0,0,0.030143009,0,0,0.030610324,0,0,0.034053351,0,0,0.010621729,0,0,0.051582786,0,0,0.012859244,0,0,0.007095643,0,0,0.005763602,0,0,0.008805427,0,0,0.00113925,0,0,0.023010268,0,0,0.003298802,0,0,0.062845967,0,0,0.010137525,0,0,0.005238807,0,0,0.014590967,0,0,0.000595238,0,150,train
0.000284981,0.060986036,0.016813907,1.14E-03,0.024223425,0.008834426,0.000569963,0.013394129,0.026503277,0.020518666,0.023653463,0.00569963,0.05414648,0.010544315,0.005129667,0.005414648,0.001139926,0.000854944,0.016243944,0.002279852,0.057566258,0.004844685,0.001139926,0.013109148,0,0.000292398,0.060526316,0.017251462,0.001169591,0.00877193,0.023099415,0.000584795,0.013157895,0.026315789,0.021052632,0.024269006,0.005847953,0.055263158,0.010818713,0.005263158,0.005555556,0.001169591,0.000877193,0.016666667,0.002339181,0.057017544,0.00497076,0.001169591,0.013157895,0,0,0.181818182,0,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.064102564,0,0,0.051282051,0.012820513,0,0.025641026,0.038461538,0,0,0,0.012820513,0,0,0,0,0,0,0,0.076923077,0,0,0.012820513,0,0,0,0.0000702,0,0,0.061913043,0,0,0.016698244,0,0,0.001961682,0,0,0.023105059,0,0,0.007436568,0,0,0.000217989,0,0,0.012646742,0,0,0.027743755,0,0,0.021974027,0,0,0.024250038,0,0,0.006896535,0,0,0.058892548,0,0,0.010325661,0,0,0.004844094,0,0,0.005481567,0,0,0.001350899,0,0,0.000902898,0,0,0.015076376,0,0,0.001373113,0,0,0.054380849,0,0,0.005017498,0,0,0.001631622,0,0,0.012756113,0,0,0,1,16,train
0,0.061789566,0.018070533,0.001748761,0.005829204,0.018944914,0.000874381,0.020985136,0.030020402,0.032643544,0.042844652,0.008743806,0.073739435,0.007577966,0.002623142,0.004954824,0.002040222,0.001457301,0.02652288,0.008743806,0.043136112,0.005246284,0.003788983,0.012532789,0.00029146,0,0.060697115,0.017728365,0.001802885,0.019230769,0.006009615,0.000901442,0.021634615,0.029747596,0.031550481,0.041766827,0.009014423,0.074819712,0.007512019,0.002403846,0.005108173,0.002103365,0.001502404,0.026141827,0.008713942,0.042367788,0.004807692,0.003605769,0.012620192,0.000300481,0,0,0,0,0,0,0,0,0,0.090909091,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108695652,0.032608696,0,0,0.010869565,0,0,0.043478261,0.065217391,0.076086957,0,0.043478261,0.010869565,0.010869565,0,0,0,0.043478261,0.010869565,0.076086957,0.02173913,0.010869565,0.010869565,0,0,0,0,0,0,0.059884612,0,0,0.018688805,0,0,0.001641774,0,0,0.006938295,0,0,0.018071143,0,0,0.001009957,0,0,0.020009454,0,0,0.031806728,0,0,0.03263658,0,0,0.041632379,0,0,0.010674064,0,0,0.075339992,0,0,0.007117285,0,0,0.002479908,0,0,0.004637377,0,0,0.002830046,0,0,0.001365758,0,0,0.024366548,0,0,0.007630041,0,0,0.043578785,0,0,0.005352425,0,0,0.003236368,0,0,0.012027911,0,0,0.000196078,1,169,train
0,0.058983891,0.015861214,0,0.003717472,0.01016109,0.000247831,0.013878563,0.03197026,0.02527881,0.029491945,0.007187113,0.085006196,0.008674102,0.004708798,0.003965304,0.003717472,0,0.019578686,0.004460967,0.066666667,0.006939281,0.004708798,0.011400248,0,0,0.059003052,0.01602238,0,0.01017294,0.003814852,0.000254323,0.014242116,0.032044761,0.024669379,0.028738555,0.007375381,0.086215666,0.008901322,0.004832146,0.004069176,0.003814852,0,0.019582909,0.004323499,0.066378433,0.007121058,0.004832146,0.011190234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0.0625,0.010416667,0,0,0.010416667,0,0,0.03125,0.052083333,0.0625,0,0.041666667,0,0,0,0,0,0.020833333,0.010416667,0.083333333,0,0,0.010416667,0,0,0,0,0,0,0.055067407,0,0,0.014365038,0,0,0,0,0,0.003106855,0,0,0.008026335,0,0,0.00015124,0,0,0.012717554,0,0,0.029596608,0,0,0.023753059,0,0,0.026869159,0,0,0.008211851,0,0,0.077254786,0,0,0.009816707,0,0,0.004002731,0,0,0.005813976,0,0,0.003354446,0,0,0,0,0,0.017835299,0,0,0.003484154,0,0,0.06567314,0,0,0.005727201,0,0,0.003806055,0,0,0.009712477,0,0,0,0,178,train
0,0.038278932,0.024925816,0.003560831,0.014836795,0.011869436,0,0.017210682,0.033531157,0.010682493,0.016320475,0.004154303,0.079228487,0.008308605,0.003857567,0.004451039,0.013946588,0.001780415,0.029673591,0.003857567,0.064391691,0.008011869,0.004154303,0.010089021,0,0,0.037048377,0.025107165,0.003674219,0.011328843,0.014696877,0,0.016840171,0.034292713,0.010410288,0.015921617,0.004286589,0.078383344,0.007960808,0.003674219,0.004286589,0.014084507,0.00183711,0.029087569,0.003674219,0.063992652,0.007960808,0.003980404,0.009797918,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070707071,0.02020202,0,0.02020202,0.03030303,0,0.03030303,0.01010101,0.02020202,0.03030303,0,0.111111111,0.02020202,0.01010101,0.01010101,0.01010101,0,0.050505051,0.01010101,0.080808081,0.01010101,0.01010101,0.02020202,0,0,0,0,0,0,0.042142949,0,0,0.026229313,0,0,0.002218787,0,0,0.012346379,0,0,0.010963275,0,0,0,0,0,0.016703779,0,0,0.028754293,0,0,0.009072869,0,0,0.013987079,0,0,0.004135186,0,0,0.072457928,0,0,0.005774015,0,0,0.00259024,0,0,0.003183774,0,0,0.013993129,0,0,0.001604837,0,0,0.028893617,0,0,0.003309372,0,0,0.06965664,0,0,0.006443477,0,0,0.007403491,0,0,0.00783746,0,0,0,1,18,train
0,0.046027021,0.021983055,0.00068697,0.009159606,0.011678498,0.00022899,0.016029311,0.032287612,0.022212045,0.028165789,0.011907488,0.081520495,0.012136478,0.003663842,0.008472636,0.005495764,0.00045798,0.024730937,0.005495764,0.072818869,0.003892833,0.004121823,0.012136478,0.002518892,0,0.046186641,0.022738039,0.000710564,0.012079583,0.009000474,0.000236855,0.01657982,0.031975367,0.022027475,0.027948839,0.011842729,0.083372809,0.012079583,0.003789673,0.00828991,0.00568451,0.000473709,0.025106585,0.005447655,0.07200379,0.004026528,0.004026528,0.012079583,0.0026054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0,0.044776119,0,0,0.014925373,0,0,0,0.044776119,0.029850746,0.037313433,0.014925373,0.029850746,0.014925373,0,0.014925373,0,0,0.014925373,0.007462687,0.089552239,0,0.007462687,0.014925373,0,0,0,0,0,0,0.043515812,0,0,0.019617738,0,0,0.000898736,0,0,0.008896457,0,0,0.011360344,0,0,0.000128469,0,0,0.01646778,0,0,0.032232058,0,0,0.021588557,0,0,0.031421321,0,0,0.014033976,0,0,0.074777252,0,0,0.010338452,0,0,0.00298912,0,0,0.007349332,0,0,0.004263439,0,0,0.00072268,0,0,0.029103121,0,0,0.009110083,0,0,0.076084347,0,0,0.00350217,0,0,0.003322116,0,0,0.011223515,0,0,0.003284981,0,180,train
0,0.04528403,0.023043944,0.002143623,0.009914255,0.009110397,0.000803859,0.011521972,0.024919614,0.023847803,0.027599143,0.009914255,0.059217578,0.00562701,0.002411576,0.003215434,0.00562701,0.001071811,0.019560557,0.002679528,0.07449089,0.004287245,0.002947481,0.014201501,0.000267953,0,0.045168355,0.022721051,0.002189981,0.009307419,0.010128661,0.000821243,0.011771147,0.025458527,0.023268546,0.027101013,0.010128661,0.059676978,0.0057487,0.002463728,0.003284971,0.005474952,0.00109499,0.019162332,0.002737476,0.074185601,0.004106214,0.002737476,0.014234875,0.000273748,0,0.111111111,0,0,0,0,0,0,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0.042857143,0.042857143,0,0,0,0,0,0,0.042857143,0.042857143,0,0.042857143,0,0,0,0.014285714,0,0.042857143,0,0.085714286,0.014285714,0.014285714,0.014285714,0,0,0,0,0,0,0.042363403,0,0,0.026752458,0,0,0.001505855,0,0,0.010850705,0,0,0.008788633,0,0,0.000545842,0,0,0.009878389,0,0,0.026173369,0,0,0.020749464,0,0,0.024281109,0,0,0.009016432,0,0,0.062097984,0,0,0.008025071,0,0,0.001508334,0,0,0.006516737,0,0,0.005888162,0,0,0.001017021,0,0,0.016843806,0,0,0.002514624,0,0,0.085614113,0,0,0.003185821,0,0,0.00264607,0,0,0.012398235,0,0,0.000120482,0,182,train
0,0.049739583,0.026302083,0.00234375,0.0078125,0.009375,0.00078125,0.016927083,0.022916667,0.01171875,0.016145833,0.010416667,0.077604167,0.016666667,0.00234375,0.014322917,0.0046875,0.00078125,0.026822917,0.004166667,0.059114583,0.005729167,0.00390625,0.012239583,0,0,0.050377155,0.027209052,0.002424569,0.009159483,0.008081897,0.00080819,0.016702586,0.023706897,0.011584052,0.016163793,0.010506466,0.078394397,0.015894397,0.002424569,0.013469828,0.004579741,0.00080819,0.027747845,0.004310345,0.059267241,0.005926724,0.004040948,0.012392241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.033898305,0,0,0,0.016949153,0,0.025423729,0,0.016949153,0.016949153,0.008474576,0.050847458,0.033898305,0,0.033898305,0.008474576,0,0,0,0.059322034,0,0,0.008474576,0,0,0,0,0,0,0.050329259,0,0,0.028022985,0,0,0.00217099,0,0,0.007403662,0,0,0.011646278,0,0,0.000988499,0,0,0.019916209,0,0,0.023793484,0,0,0.012884776,0,0,0.01620492,0,0,0.011610984,0,0,0.07636995,0,0,0.017053501,0,0,0.001930482,0,0,0.015123019,0,0,0.004282979,0,0,0.000369324,0,0,0.024187074,0,0,0.003303553,0,0,0.057036696,0,0,0.004445283,0,0,0.003748037,0,0,0.010098799,0,0,0,1,19,train
0.000261506,0.047594142,0.019612971,0.000523013,0.002353556,0.010721757,0.000523013,0.010460251,0.026412134,0.023535565,0.029811715,0.008629707,0.062238494,0.010721757,0.003922594,0.006799163,0.003922594,0.000784519,0.024843096,0.005753138,0.072175732,0.008106695,0.001046025,0.01542887,0,0.000268456,0.047516779,0.019865772,0.000536913,0.010469799,0.002416107,0.000536913,0.00966443,0.027114094,0.023087248,0.029530201,0.008590604,0.062550336,0.010738255,0.003758389,0.006979866,0.003758389,0.000805369,0.02442953,0.00590604,0.072483221,0.008053691,0.000805369,0.015302013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051546392,0.010309278,0,0,0.020618557,0,0.041237113,0,0.041237113,0.041237113,0.010309278,0.051546392,0.010309278,0.010309278,0,0.010309278,0,0.041237113,0,0.06185567,0.010309278,0.010309278,0.020618557,0,0,0,0.000114377,0,0,0.052532542,0,0,0.020797994,0,0,0.000228754,0,0,0.002388225,0,0,0.011508166,0,0,0.000334496,0,0,0.009630206,0,0,0.025321939,0,0,0.020136718,0,0,0.026439336,0,0,0.007899976,0,0,0.063606581,0,0,0.007953535,0,0,0.003069781,0,0,0.004883753,0,0,0.004027167,0,0,0.000343132,0,0,0.022159854,0,0,0.006488587,0,0,0.07347036,0,0,0.00812534,0,0,0.000966992,0,0,0.015301503,0,0,0,0,193,train
0,0.070675342,0.03567422,0.000897465,0.007179717,0.01637873,0.000224366,0.013910702,0.028943235,0.02109042,0.023558447,0.006282253,0.054296612,0.005160422,0.003365492,0.001794929,0.014359435,0.000448732,0.018398026,0.001794929,0.078303792,0.005384788,0.002468028,0.011442674,0.000673098,0,0.070135228,0.035984414,0.0009168,0.016273207,0.007334403,0.0002292,0.013981206,0.028879212,0.021315609,0.02383681,0.005959202,0.054091222,0.005042402,0.003208801,0.001833601,0.014668806,0.0004584,0.018565207,0.001833601,0.079303232,0.005271602,0.002521201,0.011230804,0.0006876,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.023809524,0,0,0.023809524,0,0.011904762,0.035714286,0.011904762,0.011904762,0.023809524,0.071428571,0.011904762,0.011904762,0,0,0,0.011904762,0,0.035714286,0.011904762,0,0.023809524,0,0,0,0,0,0,0.070231217,0,0,0.03217995,0,0,0.000650845,0,0,0.007223928,0,0,0.014178542,0,0,0.000174034,0,0,0.015128111,0,0,0.026547466,0,0,0.024503596,0,0,0.026240738,0,0,0.007827098,0,0,0.051036156,0,0,0.008084982,0,0,0.006570053,0,0,0.001514929,0,0,0.01113118,0,0,0.000369663,0,0,0.02001004,0,0,0.001097645,0,0,0.076213984,0,0,0.008622271,0,0,0.002176648,0,0,0.012393983,0,0,0.000720288,0,201,train
0.00099231,0.053088564,0.027288514,0.000248077,0.004961548,0.00570578,0,0.007938477,0.029273133,0.022078889,0.024311585,0.010667328,0.061771273,0.010171173,0.002480774,0.007690399,0.003473084,0,0.021086579,0.002232697,0.063507814,0.006450012,0.003473084,0.01240387,0,0.001013428,0.053458323,0.027362554,0.000253357,0.005827211,0.004813783,0,0.007854066,0.029642767,0.022295414,0.024575627,0.01089435,0.062832531,0.010387636,0.00253357,0.007854066,0.003546998,0,0.021028629,0.002280213,0.063339245,0.006333924,0.003546998,0.012414492,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0.012820513,0,0.012820513,0,0,0.012820513,0.012820513,0.012820513,0.012820513,0,0.012820513,0,0,0,0,0,0.025641026,0,0.076923077,0.012820513,0,0.012820513,0,0,0,0.000445184,0,0,0.045546073,0,0,0.026194444,0,0,0.000491884,0,0,0.004933344,0,0,0.005121246,0,0,0,0,0,0.008653126,0,0,0.028257602,0,0,0.018478555,0,0,0.019860121,0,0,0.011849935,0,0,0.059575058,0,0,0.011065573,0,0,0.003611997,0,0,0.007453575,0,0,0.004047641,0,0,0,0,0,0.02652421,0,0,0.001381566,0,0,0.077982514,0,0,0.007634624,0,0,0.006413879,0,0,0.009400646,0,0,0,1,21,train
0.000318269,0.065881604,0.014958625,0.000954806,0.008274984,0.007638447,0.000318269,0.011139402,0.045830681,0.042647995,0.050286442,0.007638447,0.055060471,0.013685551,0.003182686,0.010502864,0.001273074,0.00222788,0.021642266,0.006047104,0.068109484,0.003819223,0.000636537,0.023551878,0,0.000330033,0.0669967,0.015511551,0.000990099,0.007920792,0.008250825,0.000330033,0.011221122,0.044884488,0.042244224,0.049834983,0.007920792,0.05709571,0.014191419,0.00330033,0.010891089,0.001320132,0.002310231,0.020462046,0.005940594,0.069306931,0.003960396,0.000660066,0.02310231,0,0,0,0,0,0,0,0,0,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0.038095238,0,0,0.00952381,0,0,0.00952381,0.066666667,0.047619048,0.057142857,0,0,0,0,0,0,0,0.057142857,0.00952381,0.038095238,0,0,0.028571429,0,0,0,0.000147406,0,0,0.049309099,0,0,0.017318579,0,0,0.000943651,0,0,0.007132762,0,0,0.006288539,0,0,0.000363372,0,0,0.012772585,0,0,0.047446561,0,0,0.028939768,0,0,0.035813336,0,0,0.009908322,0,0,0.061065873,0,0,0.016222491,0,0,0.006644583,0,0,0.009577907,0,0,0.000932374,0,0,0.003991696,0,0,0.022939758,0,0,0.003327748,0,0,0.078125262,0,0,0.008159627,0,0,0.001108019,0,0,0.021497527,0,0,0,0,214,train
0.003480855,0.044753854,0.030830433,0.000745898,0.00397812,0.010939831,0,0.010691198,0.026355047,0.016907011,0.026106415,0.009945301,0.080059672,0.012680259,0.00298359,0.009696668,0.006215813,0.004475385,0.02560915,0.005469915,0.086026852,0.005221283,0.00099453,0.016907011,0,0.003579647,0.045256968,0.03068269,0.000767067,0.010994631,0.004091025,0,0.010738941,0.026847354,0.017386858,0.026847354,0.009971874,0.08079775,0.012784454,0.003068269,0.009716185,0.006392227,0.004602403,0.025824597,0.00562516,0.085655842,0.005369471,0.001022756,0.01661979,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.028846154,0.028846154,0,0,0.009615385,0,0.009615385,0.009615385,0,0,0.009615385,0.057692308,0.009615385,0,0.009615385,0,0,0.019230769,0,0.086538462,0,0,0.028846154,0,0,0,0.004025024,0,0,0.046549376,0,0,0.030782769,0,0,0.000799419,0,0,0.004831944,0,0,0.01139371,0,0,0,0,0,0.011358237,0,0,0.027706308,0,0,0.01766365,0,0,0.026885842,0,0,0.009510235,0,0,0.077703687,0,0,0.013233996,0,0,0.003906657,0,0,0.009327339,0,0,0.006560822,0,0,0.004746115,0,0,0.025041595,0,0,0.005147872,0,0,0.082792874,0,0,0.006526803,0,0,0.001244648,0,0,0.01792437,0,0,0,1,216,train
0.000249501,0.055888224,0.023203593,0.001996008,0.007984032,0.012974052,0.000249501,0.016966068,0.020958084,0.027694611,0.035179641,0.010229541,0.084830339,0.010978044,0.003992016,0.006986028,0.005738523,0.000499002,0.03493014,0.00748503,0.056636727,0.007235529,0.006237525,0.015469062,0,0.000256082,0.056081946,0.022535211,0.002048656,0.013060179,0.00793854,0.000256082,0.01715749,0.021510883,0.028169014,0.035595391,0.010243278,0.084507042,0.011267606,0.004097311,0.007170294,0.005889885,0.000512164,0.034827145,0.007426376,0.056338028,0.007170294,0.006402049,0.015620999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051546392,0.051546392,0,0.010309278,0.010309278,0,0.010309278,0,0.010309278,0.020618557,0.010309278,0.103092784,0,0,0,0,0,0.041237113,0.010309278,0.072164948,0.010309278,0,0.010309278,0,0,0,0.000120569,0,0,0.050059721,0,0,0.022026374,0,0,0.001474023,0,0,0.00592763,0,0,0.011341846,0,0,0.000131268,0,0,0.018440549,0,0,0.019311081,0,0,0.027437998,0,0,0.038681547,0,0,0.0088972,0,0,0.095213432,0,0,0.023309861,0,0,0.005920854,0,0,0.017389007,0,0,0.005502642,0,0,0.0006858,0,0,0.036526886,0,0,0.010868744,0,0,0.057938457,0,0,0.009885494,0,0,0.006413091,0,0,0.017061057,0,0,0,1,220,train
0,0.050066225,0.017748344,0.000529801,0.007682119,0.01218543,0.000529801,0.014569536,0.030993377,0.032847682,0.041324503,0.007682119,0.061456954,0.016688742,0.006357616,0.010331126,0.001854305,0.001324503,0.027019868,0.007152318,0.063311258,0.008741722,0.003178808,0.017748344,0.000264901,0,0.051268067,0.018271066,0.000545405,0.011726207,0.007908372,0.000545405,0.014180529,0.031088083,0.033815108,0.042541587,0.007908372,0.062994273,0.017180256,0.00654486,0.010635397,0.001908917,0.001363512,0.027815653,0.007362967,0.062721571,0.008999182,0.00327243,0.018271066,0.000272702,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0.010416667,0,0,0,0.03125,0,0.03125,0.020833333,0,0,0,0.010416667,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0.054046727,0,0,0.022033879,0,0,0.000970696,0,0,0.0076144,0,0,0.014487816,0,0,0.000376088,0,0,0.012742306,0,0,0.036040505,0,0,0.037489863,0,0,0.045624938,0,0,0.008264282,0,0,0.065589892,0,0,0.016589592,0,0,0.006656507,0,0,0.009933085,0,0,0.001472027,0,0,0.00098106,0,0,0.027595236,0,0,0.007154015,0,0,0.059777927,0,0,0.009007472,0,0,0.003499608,0,0,0.019053663,0,0,0.00019425,1,222,train
0,0.041247158,0.018837285,0.003572589,0.002923027,0.006170835,0.000324781,0.011367327,0.017213381,0.022409873,0.02955505,0.005846054,0.064631374,0.014615135,0.004546931,0.010068204,0.003247808,0.002598246,0.022085093,0.004871712,0.060734005,0.006820396,0.003247808,0.014615135,0,0,0.04250255,0.019381163,0.003740224,0.006120367,0.003060184,0.00034002,0.011560694,0.018021081,0.020401224,0.027541652,0.006120367,0.066303978,0.015300918,0.004760286,0.010540632,0.003400204,0.002720163,0.022101326,0.004760286,0.062903774,0.007140428,0.003400204,0.015300918,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015384615,0.007692308,0,0,0.007692308,0,0.007692308,0,0.061538462,0.069230769,0,0.030769231,0,0,0,0,0,0.023076923,0.007692308,0.015384615,0,0,0,0,0,0,0,0,0,0.042223303,0,0,0.019912012,0,0,0.004106222,0,0,0.00459215,0,0,0.008737645,0,0,0.000610501,0,0,0.010390069,0,0,0.018780419,0,0,0.021378805,0,0,0.028075453,0,0,0.007503319,0,0,0.066794337,0,0,0.01547961,0,0,0.004763714,0,0,0.010715897,0,0,0.00273134,0,0,0.002208211,0,0,0.023108944,0,0,0.005002312,0,0,0.059480505,0,0,0.006424784,0,0,0.002133952,0,0,0.013832192,0,0,0,1,226,train
