TITLE_DL,ABSTRACT_DL,INTRODUCTION_DL,SECTIONS_DL,CONCLUSION_DL,TITLE_SL,ABSTRACT_SL,INTRODUCTION_SL,SECTIONS_SL,CONCLUSION_SL,TITLE_SxL,ABSTRACT_SxL,INTRODUCTION_SxL,SECTIONS_SxL,CONCLUSION_SxL,TITLE_RTTR,ABSTRACT_RTTR,INTRODUCTION_RTTR,SECTIONS_RTTR,CONCLUSION_RTTR,TITLE_TTRC,ABSTRACT_TTRC,INTRODUCTION_TTRC,SECTIONS_TTRC,CONCLUSION_TTRC,TITLE_TTR,ABSTRACT_TTR,INTRODUCTION_TTR,SECTIONS_TTR,CONCLUSION_TTR,TIPO,ID,LABEL
0.727272727,0.510948905,0,0.320211268,0,1,0.871428571,0,0.639221085,0,0.375,0.242857143,0,0.234925077,0,3.16227766,6.996367096,0,6.43240262,0,2.236067977,4.947178617,0,4.548395512,0,1,0.644067797,0,0.509477757,0,train,19,1
0,0.460869565,0,0.320255992,0,0,0.830188679,0,0.639496861,0,0,0.358490566,0,0.235316236,0,0,7.208957772,0,6.480603485,0,0,5.097502926,0,4.582478671,0,0,0.731958763,0,0.507278121,0,train,193,0
0.8,0.40625,0,0.321795168,0,0.75,0.717948718,0,0.637715558,0,0.5,0.384615385,0,0.234697982,0,3.16227766,7.092081433,0,6.474720849,0,2.236067977,5.014858874,0,4.578319019,0,1,0.773809524,0,0.505623461,0,train,201,0
0.714285714,0.462365591,0,0.321874808,0,1,0.906976744,0,0.640105965,0,0.4,0.441860465,0,0.234333659,0,2.449489743,6.227523688,0,6.495150577,0,1.732050808,4.40352423,0,4.592765018,0,1,0.705128205,0,0.508160196,0,train,21,1
0.666666667,0.495867769,0,0.323386002,0,1,0.783333333,0,0.645937373,0,0.666666667,0.383333333,0,0.240704587,0,2.645751311,5.465040409,0,6.476032061,0,1.870828693,3.864367132,0,4.579246185,0,1,0.533333333,0,0.508854943,0,train,214,0
0.625,0.47107438,0,0.323051912,0,1,0.894736842,0,0.646988939,0,0.4,0.350877193,0,0.240609209,0,2.645751311,7.158238933,0,6.522254436,0,1.870828693,5.061639291,0,4.61193034,0,1,0.701923077,0,0.508522673,0,train,216,1
0,0.49122807,0,0.322659788,0,0,0.821428571,0,0.650262911,0,0,0.303571429,0,0.239419651,0,0,7.615096239,0,6.506463756,0,0,5.38468619,0,4.600764643,0,0,0.773195876,0,0.513231259,0,train,220,1
0.666666667,0.472727273,0,0.320453925,0,1,0.826923077,0,0.648889995,0,0.25,0.25,0,0.236629782,0,3.464101615,6.123724357,0,6.483458477,0,2.449489743,4.330127019,0,4.584497454,0,1,0.625,0,0.50902183,0,train,222,1
0,0.506944444,0,0.318503847,0,0,0.780821918,0,0.646215506,0,0,0.410958904,0,0.237252904,0,0,6.753346749,0,6.450033731,0,0,4.775337282,0,4.56086259,0,0,0.592307692,0,0.50548131,0,train,226,1
0.666666667,0.448979592,0,0.318686097,0,0.75,0.795454545,0,0.64686128,0,0.375,0.477272727,0,0.237979632,0,3.31662479,6.539886463,0,6.470751217,0,2.34520788,4.624398066,0,4.575512065,0,1,0.701149425,0,0.506013962,0,train,237,0
0.571428571,0.466666667,0,0.319366578,0,0.75,0.831168831,0,0.647196709,0,0.375,0.376623377,0,0.239502353,0,3.605551275,8.027777119,0,6.531988031,0,2.549509757,5.676495639,0,4.618813031,0,1,0.664383562,0,0.506964764,0,train,239,0
0,0.433962264,0,0.318635551,0,0,0.773913043,0,0.645685964,0,0,0.295652174,0,0.238958461,0,0,8.285098499,0,6.543973734,0,0,5.858449332,0,4.627288203,0,0,0.553571429,0,0.504642764,0,train,251,1
0.818181818,0.496062992,0,0.318787542,0,1,0.873015873,0,0.644767797,0,0.444444444,0.380952381,0,0.237232433,0,3.16227766,8.12623617,0,6.547388241,0,2.236067977,5.746116701,0,4.629702624,0,1,0.767857143,0,0.504159455,0,train,256,1
0.571428571,0.421965318,0,0.318123726,0,0.75,0.780821918,0,0.641084664,0,0.5,0.410958904,0,0.235806059,0,3.175426481,7.804386632,0,6.543325914,0,2.245365598,5.518534711,0,4.626830125,0,0.916666667,0.654929577,0,0.502854328,0,train,26,1
0.666666667,0.463917526,0,0.316250534,0,1,0.866666667,0,0.638661394,0,0.75,0.266666667,0,0.235271505,0,2.236067977,7.024912639,0,6.524813315,0,1.58113883,4.967363365,0,4.613739741,0,1,0.771084337,0,0.500415183,0,train,266,0
0.833333333,0.489655172,0,0.316377796,0,0.8,0.774647887,0,0.638310017,0,0.2,0.394366197,0,0.235675827,0,2.449489743,7.692073843,0,6.552616914,0,1.732050808,5.439117575,0,4.633399854,0,1,0.688,0,0.499461689,0,train,270,1
0.666666667,0.52173913,0,0.316571593,0,1,0.875,0,0.638857756,0,0.25,0.416666667,0,0.235792231,0,2.236067977,6.820007331,0,6.583290499,0,1.58113883,4.822473432,0,4.655089354,0,1,0.7625,0,0.498326202,0,train,276,1
0.611111111,0.460526316,0,0.316692038,0,0.363636364,0.571428571,0,0.635859915,0,0.181818182,0.214285714,0,0.234394555,0,3.638034376,7.542698966,0,6.599515066,0,2.572478777,5.333493587,0,4.666561856,0,0.882352941,0.661538462,0,0.496945479,0,train,288,0
1,0.571428571,0,0.316868432,0,0.714285714,0.727272727,0,0.638524355,0,0.285714286,0.340909091,0,0.233802833,0,2.645751311,6.45423449,0,6.595048223,0,1.870828693,4.563832976,0,4.66340332,0,1,0.771428571,0,0.499194931,0,train,31,0
0.833333333,0.50295858,0,0.318274819,0,0.8,0.658823529,0,0.63848739,0,0.2,0.188235294,0,0.233222477,0,2.449489743,7.891151391,0,6.562230681,0,1.732050808,5.57988666,0,4.640197814,0,1,0.648648649,0,0.501159535,0,train,318,1
0,0.5375,0,0.318363816,0,0,0.813953488,0,0.637341018,0,0,0.488372093,0,0.232392054,0,0,6.693280212,0,6.544160737,0,0,4.732863826,0,4.627420434,0,0,0.8,0,0.503468669,0,train,326,1
0.833333333,0.432692308,0,0.316991022,0,1,0.866666667,0,0.6361461,0,0.8,0.333333333,0,0.233063395,0,2.449489743,6.366327079,0,6.512820246,0,1.732050808,4.501673049,0,4.605259361,0,1,0.698795181,0,0.501036424,0,train,33,1
0.75,0.541284404,0,0.317230337,0,0.888888889,0.796610169,0,0.637626066,0,0.444444444,0.338983051,0,0.234086794,0,3.31662479,7,0,6.543099206,0,2.34520788,4.949747468,0,4.626669818,0,1,0.7,0,0.502976018,0,train,331,0
0.833333333,0.509433962,0,0.318029952,0,0.8,0.685185185,0,0.636563196,0,0.6,0.333333333,0,0.233636347,0,2.449489743,5.942660801,0,6.53439463,0,1.732050808,4.20209575,0,4.620514754,0,1,0.619565217,0,0.503238777,0,train,333,1
0.666666667,0.446808511,0,0.317542094,0,0.666666667,0.73015873,0,0.633396583,0,0.333333333,0.238095238,0,0.232120464,0,2.828427125,6.555593524,0,6.519155615,0,2,4.635504636,0,4.609739143,0,1,0.588709677,0,0.501598212,0,train,335,1
0.692307692,0.494623656,0,0.317573719,0,0.888888889,0.782608696,0,0.633047412,0,0.333333333,0.260869565,0,0.232576156,0,3.464101615,6.736323091,0,6.514928823,0,2.449489743,4.763299738,0,4.60675035,0,1,0.743902439,0,0.500266419,0,train,338,1
0,0.538461538,0,0.317515184,0,0,0.795918367,0,0.632176042,0,0,0.408163265,0,0.232659604,0,0,6,0,6.518127824,0,0,4.242640687,0,4.609012385,0,0,0.666666667,0,0.499594946,0,train,343,1
0,0.529411765,0,0.318223735,0,0,0.819444444,0,0.6335208,0,0,0.236111111,0,0.232312948,0,0,6.663957783,0,6.522746283,0,0,4.712129738,0,4.612278129,0,0,0.608333333,0,0.498956964,0,train,350,1
0.7,0.462184874,0,0.318130974,0,0.857142857,0.727272727,0,0.633899568,0,0.571428571,0.290909091,0,0.232533005,0,2.846049894,7.529375098,0,6.523493059,0,2.01246118,5.32407219,0,4.612806179,0,0.9,0.776595745,0,0.499667387,0,train,365,1
0,0.44137931,0,0.317368366,0,0,0.8125,0,0.633696572,0,0,0.375,0,0.231871126,0,0,7.454545455,0,6.525494259,0,0,5.271159642,0,4.614221241,0,0,0.67768595,0,0.499181151,0,train,367,0
0.9,0.427480916,0,0.317663487,0,0.777777778,0.821428571,0,0.633603646,0,0.555555556,0.392857143,0,0.232341278,0,3.16227766,6.313358105,0,6.523986362,0,2.236067977,4.464218328,0,4.613154997,0,1,0.613207547,0,0.499886813,0,train,369,0
0.571428571,0.5,0,0.31738752,0,1,0.774647887,0,0.633648093,0,0.25,0.309859155,0,0.233239376,0,2.236067977,6.846531969,0,6.521613729,0,1.58113883,4.841229183,0,4.611477292,0,1,0.625,0,0.500484991,0,train,375,1
0.615384615,0.474576271,0,0.316248275,0,1,0.857142857,0,0.631886997,0,0.625,0.428571429,0,0.232881296,0,3.464101615,6.142857143,0,6.514599135,0,2.449489743,4.343655942,0,4.606517225,0,1,0.87755102,0,0.50148051,0,train,376,0
0.666666667,0.448275862,0,0.317233016,0,0.75,0.784615385,0,0.632808353,0,0,0.261538462,0,0.233037171,0,2.236067977,7.633225336,0,6.537437015,0,1.58113883,5.397505398,0,4.622666045,0,1,0.685483871,0,0.500801423,0,train,382,0
0.727272727,0.493150685,0,0.3164552,0,0.625,0.75,0,0.631531535,0,0.375,0.25,0,0.232208337,0,2.828427125,6.196773354,0,6.546134708,0,2,4.38178046,0,4.628816243,0,1,0.8,0,0.499343517,0,train,384,0
0.8,0.532663317,0,0.317115176,0,1,0.867924528,0,0.633111235,0,0.333333333,0.273584906,0,0.232844899,0,3.872983346,6.93181073,0,6.556463356,0,2.738612788,4.901530373,0,4.6361197,0,1,0.516666667,0,0.500058054,0,train,387,1
0,0.479674797,0,0.317566255,0,0,0.813559322,0,0.633962139,0,0,0.372881356,0,0.233764676,0,0,6.931032801,0,6.574721888,0,0,4.900980294,0,4.649030432,0,0,0.68627451,0,0.50066309,0,train,388,1
0.625,0.571428571,0,0.319148668,0,0.6,0.75,0,0.634254222,0,0.4,0.375,0,0.234907255,0,2.449489743,6.4,0,6.571795675,0,1.732050808,4.5254834,0,4.646961286,0,1,0.64,0,0.502781642,0,train,395,0
0.571428571,0.422680412,0,0.318851319,0,1,0.707317073,0,0.634760994,0,0.25,0.219512195,0,0.234866781,0,2.236067977,6.073733934,0,6.585686788,0,1.58113883,4.294778452,0,4.656783787,0,1,0.670731707,0,0.502365886,0,train,419,1
0,0.494845361,0,0.319849907,0,0,0.8125,0,0.634483971,0,0,0.395833333,0,0.233937365,0,0,6.647097716,0,6.58749695,0,0,4.70020787,0,4.658063764,0,0,0.712643678,0,0.502210016,0,train,433,1
0,0.492063492,0,0.319772798,0,0,0.741935484,0,0.633754978,0,0,0.290322581,0,0.233368473,0,0,5.746116701,0,6.588480887,0,0,4.063118085,0,4.658759513,0,0,0.767857143,0,0.502448746,0,train,440,1
0.7,0.441176471,0,0.319687216,0,0.571428571,0.833333333,0,0.633965229,0,0.285714286,0.366666667,0,0.233595855,0,3,6.783568878,0,6.592686461,0,2.121320344,4.796707554,0,4.661733303,0,1,0.621848739,0,0.501526049,0,train,444,0
0,0.492537313,0,0.319888982,0,0,0.909090909,0,0.634321562,0,0,0.363636364,0,0.234313399,0,0,5.761659597,0,6.607294038,0,0,4.074108572,0,4.67206242,0,0,0.737704918,0,0.501862727,0,train,447,1
0.818181818,0.559633028,0,0.320232805,0,0.777777778,0.803278689,0,0.635077086,0,0.555555556,0.37704918,0,0.234129539,0,3.16227766,6.463663618,0,6.616832813,0,2.236067977,4.570500376,0,4.678807352,0,1,0.663157895,0,0.501866225,0,train,462,1
0,0.460176991,0,0.320576627,0,0,0.75,0,0.635585522,0,0,0.326923077,0,0.235353976,0,0,7.4,0,6.630773532,0,0,5.232590181,0,4.688664929,0,0,0.74,0,0.501988849,0,train,467,1
0.272727273,0.410071942,0,0.320839186,0,1,0.824561404,0,0.636405953,0,0.333333333,0.473684211,0,0.236023297,0,2.666666667,7.241918127,0,6.646118269,0,1.885618083,5.120809416,0,4.699515297,0,0.888888889,0.663865546,0,0.502717838,0,train,477,1
0,0.355072464,0,0.320546926,0,0,0.714285714,0,0.636623162,0,0,0.224489796,0,0.235453798,0,0,7.087914511,0,6.657688041,0,0,5.011912415,0,4.70769636,0,0,0.678899083,0,0.502021792,0,train,481,1
0.5,0.49382716,0,0.320341615,0,1,0.8375,0,0.63652535,0,0.25,0.3,0,0.235122894,0,2.449489743,7.640184147,0,6.665327226,0,1.732050808,5.40242602,0,4.713098081,0,1,0.634482759,0,0.501538414,0,train,483,0
0,0.520325203,0,0.320810529,0,0,0.859375,0,0.636513832,0,0,0.421875,0,0.235231153,0,0,8.178233009,0,6.672398254,0,0,5.782884019,0,4.718098052,0,0,0.805825243,0,0.502589198,0,train,484,1
0.555555556,0.512048193,0,0.320649422,0,0.6,0.788235294,0,0.636836279,0,0,0.388235294,0,0.235544734,0,2.449489743,8.367027122,0,6.690993578,0,1.732050808,5.916381616,0,4.731246932,0,1,0.707142857,0,0.502333356,0,train,494,1
0.636363636,0.444444444,0,0.319859819,0,0.714285714,0.773809524,0,0.636240055,0,0.285714286,0.357142857,0,0.235287093,0,3,7.445959152,0,6.69256079,0,2.121320344,5.265088209,0,4.732355118,0,1,0.596153846,0,0.501052477,0,train,501,0
1,0.441176471,0,0.319367181,0,1,0.816666667,0,0.635754318,0,0.5,0.316666667,0,0.234913187,0,2,7.883607074,0,6.695281289,0,1.414213562,5.574552023,0,4.734278801,0,1,0.722689076,0,0.499989548,0,train,503,0
0.7,0.5,0,0.319757023,0,1,0.773662551,0,0.636390187,0,0.285714286,0.238683128,0,0.234610791,0,3,8.855830993,0,6.701315501,0,2.121320344,6.262018148,0,4.738545634,0,1,0.440594059,0,0.500211343,0,train,516,1
0,0.414141414,0,0.319927146,0,0,0.902439024,0,0.637528454,0,0,0.56097561,0,0.235471396,0,0,6.647097716,0,6.715816888,0,0,4.70020787,0,4.748799663,0,0,0.712643678,0,0.500493398,0,train,520,0
0.625,0.477272727,0,0.319513638,0,1,0.80952381,0,0.638301867,0,0.2,0.380952381,0,0.235609554,0,2.828427125,5.666666667,0,6.730925752,0,2,4.006938427,0,4.759483243,0,1,0.944444444,0,0.500104194,0,train,524,0
0.666666667,0.432624113,0,0.319573569,0,1,0.901639344,0,0.638956912,0,0.25,0.344262295,0,0.23596069,0,2.236067977,6.894291117,0,6.742220447,0,1.58113883,4.875,0,4.767469798,0,1,0.609375,0,0.500406411,0,train,543,1
0,0.5,0,0.319775828,0,0,0.828571429,0,0.638671099,0,0,0.457142857,0,0.235643188,0,0,5.879747322,0,6.759338184,0,0,4.157609203,0,4.779573866,0,0,0.785714286,0,0.500374326,0,train,553,0
0.8,0.543103448,0,0.319384645,0,0.875,0.80952381,0,0.637968906,0,0.125,0.317460317,0,0.235289378,0,3.16227766,7.738791177,0,6.755890855,0,2.236067977,5.47215172,0,4.777136236,0,1,0.777777778,0,0.499906129,0,train,554,1
0.714285714,0.543209877,0,0.31932781,0,1,0.863636364,0,0.638000773,0,0.4,0.25,0,0.234383382,0,2.449489743,6.693280212,0,6.73419495,0,1.732050808,4.732863826,0,4.761794915,0,1,0.8,0,0.499953334,0,train,557,1
0.666666667,0.5,0,0.319057688,0,0.833333333,0.739130435,0,0.637740252,0,0.333333333,0.282608696,0,0.233935492,0,2.645751311,6.863036196,0,6.728430537,0,1.870828693,4.852899433,0,4.75771886,0,1,0.772151899,0,0.500157044,0,train,56,1
0.714285714,0.525862069,0,0.31888582,0,0.8,0.819672131,0,0.637128625,0,0.2,0.262295082,0,0.233481238,0,2.449489743,7.587035442,0,6.725996982,0,1.732050808,5.36484421,0,4.755998076,0,1,0.747572816,0,0.499428038,0,train,561,1
0.833333333,0.417322835,0,0.318785754,0,0.6,0.716981132,0,0.637350415,0,0.4,0.377358491,0,0.233392128,0,2.236067977,7.256297,0,6.7394528,0,1.58113883,5.130976815,0,4.765512776,0,1,0.711538462,0,0.499061253,0,train,562,0
0.833333333,0.568181818,0,0.318569976,0,1,0.86,0,0.637467951,0,0.4,0.38,0,0.23370517,0,2.449489743,6.906889908,0,6.746742787,0,1.732050808,4.883908691,0,4.770667576,0,1,0.782051282,0,0.498524904,0,train,563,1
0.9,0.44516129,0,0.318462103,0,0.777777778,0.710144928,0,0.637268227,0,0.333333333,0.391304348,0,0.233721525,0,3.16227766,7.453794679,0,6.748907963,0,2.236067977,5.270628763,0,4.772198586,0,1,0.661417323,0,0.498226275,0,train,564,1
1,0.468253968,0,0.3181323,0,1,0.813559322,0,0.636920016,0,0.166666667,0.338983051,0,0.23347292,0,2.449489743,7.452413135,0,6.745267325,0,1.732050808,5.269651864,0,4.769624266,0,1,0.730769231,0,0.497799646,0,train,578,1
0.714285714,0.430894309,0,0.318128072,0,0.8,0.811320755,0,0.638621409,0,0.6,0.433962264,0,0.234303432,0,2.449489743,7.68556837,0,6.744382157,0,1.732050808,5.434517511,0,4.768998358,0,1,0.757281553,0,0.498864178,0,train,579,1
0.727272727,0.482269504,0,0.317977155,0,0.875,0.632352941,0,0.638283519,0,0.375,0.235294118,0,0.233973095,0,3.16227766,7.131652341,0,6.75118705,0,2.236067977,5.042839732,0,4.773810144,0,1,0.627906977,0,0.498048051,0,train,588,0
0.727272727,0.477941176,0,0.318135207,0,0.875,0.8,0,0.638311974,0,0.125,0.338461538,0,0.233929609,0,3.16227766,7.586345074,0,6.761177044,0,2.236067977,5.364356046,0,4.780874136,0,1,0.710526316,0,0.497850816,0,train,606,1
0,0.527131783,0,0.318911873,0,0,0.735294118,0,0.638998493,0,0,0.264705882,0,0.234780894,0,0,6.812252172,0,6.759935722,0,0,4.816989706,0,4.779996389,0,0,0.627118644,0,0.498722687,0,train,614,0
0.666666667,0.519480519,0,0.31901222,0,0.833333333,0.8,0,0.640497888,0,0.5,0.35,0,0.235514166,0,3,5.498051603,0,6.756623971,0,2.121320344,3.887709572,0,4.777654628,0,1,0.657142857,0,0.499126785,0,train,619,1
0.6,0.503401361,0,0.319078622,0,1,0.797297297,0,0.640262997,0,0.333333333,0.243243243,0,0.234651528,0,3,8.163679887,0,6.758360334,0,2.121320344,5.772593407,0,4.778882422,0,1,0.724409449,0,0.500354453,0,train,627,1
0.777777778,0.494623656,0,0.31879614,0,0.857142857,0.804347826,0,0.639920806,0,0.142857143,0.260869565,0,0.234298058,0,3,9.467131682,0,6.759579476,0,2.121320344,6.694273011,0,4.779744485,0,1,0.753164557,0,0.500112885,0,train,636,0
0.6,0.486666667,0,0.318366323,0,1,0.876712329,0,0.639302006,0,0.333333333,0.356164384,0,0.233954677,0,3,6.753346749,0,6.761886717,0,2.121320344,4.775337282,0,4.781375951,0,1,0.592307692,0,0.499011315,0,train,649,1
0.444444444,0.457364341,0,0.31826095,0,0.75,0.728813559,0,0.639170117,0,0,0.254237288,0,0.23398237,0,2.645751311,7.566827653,0,6.766237102,0,1.870828693,5.350555146,0,4.784452138,0,1,0.724770642,0,0.499382903,0,train,654,1
0.7,0.541284404,0,0.318065529,0,0.714285714,0.779661017,0,0.63881829,0,0.428571429,0.322033898,0,0.233855866,0,3,7.336776051,0,6.769668621,0,2.121320344,5.187884098,0,4.786878588,0,1,0.737373737,0,0.498915159,0,train,657,0
0.833333333,0.486111111,0,0.318257925,0,1,0.714285714,0,0.639248147,0,0.6,0.228571429,0,0.233600044,0,2.449489743,5.829632526,0,6.770434907,0,1.732050808,4.122172691,0,4.787420435,0,1,0.723076923,0,0.498914339,0,train,66,0
1,0.463157895,0,0.318450282,0,0.857142857,0.772727273,0,0.639495317,0,0.428571429,0.386363636,0,0.233984929,0,2.645751311,6.119912853,0,6.764759853,0,1.870828693,4.327431879,0,4.783407565,0,1,0.706666667,0,0.499113097,0,train,67,0
1,0.453703704,0,0.317744127,0,0.714285714,0.857142857,0,0.638417091,0,0.285714286,0.306122449,0,0.233564477,0,2.645751311,6.497953851,0,6.758142222,0,1.870828693,4.594747232,0,4.778728194,0,1,0.670212766,0,0.498041307,0,train,676,1
0.75,0.418367347,0,0.317479955,0,0.833333333,0.756097561,0,0.637881872,0,0.5,0.341463415,0,0.23340981,0,2.828427125,6.28970902,0,6.752541222,0,2,4.4474959,0,4.774767688,0,1,0.659340659,0,0.496997636,0,train,68,0
0,0.428571429,0,0.317097305,0,0,0.708333333,0,0.63729514,0,0,0.4375,0,0.233092164,0,0,6.874054959,0,6.756130343,0,0,4.860690876,0,4.77730558,0,0,0.705263158,0,0.496808684,0,train,684,1
0.777777778,0.481132075,0,0.317470019,0,1,0.823529412,0,0.63746435,0,0.428571429,0.352941176,0,0.23343211,0,2.828427125,6.008327554,0,6.758747109,0,2,4.248529157,0,4.779155913,0,1,0.633333333,0,0.496858632,0,train,691,0
0,0.469798658,0,0.31757322,0,0,0.828571429,0,0.637852978,0,0,0.357142857,0,0.233916777,0,0,7.77481583,0,6.754244131,0,0,5.497624996,0,4.775971827,0,0,0.671641791,0,0.497650203,0,train,699,1
0.857142857,0.463768116,0,0.317399884,0,0.666666667,0.703125,0,0.637433735,0,0.5,0.25,0,0.233784497,0,2.645751311,6.971252445,0,6.764088592,0,1.870828693,4.929419877,0,4.782932912,0,1,0.631147541,0,0.497370809,0,train,706,1
0,0.456647399,0,0.317227016,0,0,0.784810127,0,0.636490753,0,0,0.367088608,0,0.233510308,0,0,7.613974175,0,6.761749284,0,0,5.383892771,0,4.781278771,0,0,0.630136986,0,0.497257929,0,train,71,1
0.666666667,0.545454545,0,0.317591721,0,0.5,0.863636364,0,0.636788731,0,0.5,0.272727273,0,0.233585072,0,2.236067977,7.437008196,0,6.76967473,0,1.58113883,5.258758927,0,4.786882908,0,1,0.709090909,0,0.497916315,0,train,715,1
0.2,0.426666667,0,0.317835813,0,1,0.8125,0,0.637205317,0,0,0.375,0,0.234079821,0,1,5.95366726,0,6.770507531,0,0.707106781,4.209878493,0,4.787471788,0,1,0.738461538,0,0.498174735,0,train,723,1
0.75,0.553191489,0,0.318333456,0,1,0.743589744,0,0.637824952,0,0,0.217948718,0,0.234070112,0,2.828427125,8.37418558,0,6.777464062,0,2,5.92144341,0,4.792390798,0,1,0.746031746,0,0.49868903,0,train,726,1
0.733333333,0.520408163,0,0.318167411,0,1,0.823529412,0,0.637694602,0,0.727272727,0.392156863,0,0.233859072,0,3.872983346,7.07594273,0,6.780935915,0,2.738612788,5.003447088,0,4.794845768,0,1,0.75862069,0,0.498332866,0,train,727,1
